,range,count,Frequency1,range2,count2,Frequency2
0,"(0, 60]",145,2.4166666666666665,"(0, 60]",47,0.7833333333333333
1,"(60, 120]",354,5.9,"(60, 120]",85,1.4166666666666667
2,"(120, 180]",90,1.5,"(120, 180]",18,0.3
3,"(180, 240]",94,1.5666666666666667,"(180, 240]",72,1.2
4,"(240, 300]",149,2.4833333333333334,"(240, 300]",118,1.9666666666666666
5,"(300, 360]",125,2.0833333333333335,"(300, 360]",68,1.1333333333333333
6,"(360, 420]",499,8.316666666666666,"(360, 420]",113,1.8833333333333333
7,"(420, 480]",439,7.316666666666666,"(420, 480]",411,6.85
8,"(480, 540]",261,4.35,"(480, 540]",91,1.5166666666666666
9,"(540, 600]",266,4.433333333333334,"(540, 600]",242,4.033333333333333
10,"(600, 660]",167,2.783333333333333,"(600, 660]",140,2.3333333333333335
11,"(660, 720]",413,6.883333333333334,"(660, 720]",290,4.833333333333333
12,"(720, 780]",424,7.066666666666666,"(720, 780]",190,3.1666666666666665
13,"(780, 840]",173,2.8833333333333333,"(780, 840]",73,1.2166666666666666
14,"(840, 900]",52,0.8666666666666667,"(840, 900]",32,0.5333333333333333
15,"(900, 960]",496,8.266666666666667,"(900, 960]",67,1.1166666666666667
16,"(960, 1020]",493,8.216666666666667,"(960, 1020]",78,1.3
17,"(1020, 1080]",255,4.25,"(1020, 1080]",256,4.266666666666667
18,"(1080, 1140]",384,6.4,"(1080, 1140]",293,4.883333333333334
19,"(1140, 1200]",382,6.366666666666666,"(1140, 1200]",209,3.4833333333333334
20,"(1200, 1260]",210,3.5,"(1200, 1260]",132,2.2
21,"(1260, 1320]",481,8.016666666666667,"(1260, 1320]",204,3.4
22,"(1320, 1380]",228,3.8,"(1320, 1380]",191,3.183333333333333
23,"(1380, 1440]",2,0.03333333333333333,"(1380, 1440]",2,0.03333333333333333
24,"(1440, 1500]",489,8.15,"(1440, 1500]",198,3.3
25,"(1500, 1560]",69,1.15,"(1500, 1560]",85,1.4166666666666667
26,"(1560, 1620]",30,0.5,"(1560, 1620]",30,0.5
27,"(1620, 1680]",537,8.95,"(1620, 1680]",77,1.2833333333333334
28,"(1680, 1740]",129,2.15,"(1680, 1740]",207,3.45
29,"(1740, 1800]",343,5.716666666666667,"(1740, 1800]",189,3.15
30,"(1800, 1860]",265,4.416666666666667,"(1800, 1860]",206,3.433333333333333
31,"(1860, 1920]",389,6.483333333333333,"(1860, 1920]",380,6.333333333333333
32,"(1920, 1980]",249,4.15,"(1920, 1980]",225,3.75
33,"(1980, 2040]",266,4.433333333333334,"(1980, 2040]",411,6.85
34,"(2040, 2100]",183,3.05,"(2040, 2100]",265,4.416666666666667
35,"(2100, 2160]",191,3.183333333333333,"(2100, 2160]",121,2.0166666666666666
36,"(2160, 2220]",222,3.7,"(2160, 2220]",160,2.6666666666666665
37,"(2220, 2280]",170,2.8333333333333335,"(2220, 2280]",55,0.9166666666666666
38,"(2280, 2340]",166,2.7666666666666666,"(2280, 2340]",246,4.1
39,"(2340, 2400]",203,3.3833333333333333,"(2340, 2400]",86,1.4333333333333333
40,"(2400, 2460]",224,3.7333333333333334,"(2400, 2460]",169,2.816666666666667
41,"(2460, 2520]",58,0.9666666666666667,"(2460, 2520]",63,1.05
42,"(2520, 2580]",149,2.4833333333333334,"(2520, 2580]",86,1.4333333333333333
43,"(2580, 2640]",122,2.033333333333333,"(2580, 2640]",163,2.716666666666667
44,"(2640, 2700]",261,4.35,"(2640, 2700]",241,4.016666666666667
45,"(2700, 2760]",364,6.066666666666666,"(2700, 2760]",268,4.466666666666667
46,"(2760, 2820]",263,4.383333333333334,"(2760, 2820]",222,3.7
47,"(2820, 2880]",149,2.4833333333333334,"(2820, 2880]",174,2.9
48,"(2880, 2940]",98,1.6333333333333333,"(2880, 2940]",109,1.8166666666666667
49,"(2940, 3000]",189,3.15,"(2940, 3000]",147,2.45
50,"(3000, 3060]",105,1.75,"(3000, 3060]",71,1.1833333333333333
51,"(3060, 3120]",122,2.033333333333333,"(3060, 3120]",378,6.3
