,range,count,Frequency1,range2,count2,Frequency2
180,"(10800.0, 10860.0]",3.0,0.05,"(10800, 10860]",62,1.0333333333333334
181,"(10860.0, 10920.0]",40.0,0.6666666666666666,"(10860, 10920]",312,5.2
182,"(10920.0, 10980.0]",3.0,0.05,"(10920, 10980]",128,2.1333333333333333
183,"(10980.0, 11040.0]",0.0,0.0,"(10980, 11040]",101,1.6833333333333333
184,"(11040.0, 11100.0]",0.0,0.0,"(11040, 11100]",49,0.8166666666666667
185,"(11100.0, 11160.0]",2.0,0.03333333333333333,"(11100, 11160]",43,0.7166666666666667
186,"(11160.0, 11220.0]",6.0,0.1,"(11160, 11220]",63,1.05
187,"(11220.0, 11280.0]",21.0,0.35,"(11220, 11280]",56,0.9333333333333333
188,"(11280.0, 11340.0]",6.0,0.1,"(11280, 11340]",25,0.4166666666666667
189,"(11340.0, 11400.0]",0.0,0.0,"(11340, 11400]",66,1.1
190,"(11400.0, 11460.0]",0.0,0.0,"(11400, 11460]",22,0.36666666666666664
191,"(11460.0, 11520.0]",46.0,0.7666666666666667,"(11460, 11520]",35,0.5833333333333334
192,"(11520.0, 11580.0]",32.0,0.5333333333333333,"(11520, 11580]",142,2.3666666666666667
193,"(11580.0, 11640.0]",2.0,0.03333333333333333,"(11580, 11640]",1,0.016666666666666666
194,"(11640.0, 11700.0]",4.0,0.06666666666666667,"(11640, 11700]",324,5.4
195,"(11700.0, 11760.0]",116.0,1.9333333333333333,"(11700, 11760]",652,10.866666666666667
196,"(11760.0, 11820.0]",81.0,1.35,"(11760, 11820]",470,7.833333333333333
197,"(11820.0, 11880.0]",25.0,0.4166666666666667,"(11820, 11880]",58,0.9666666666666667
198,"(11880.0, 11940.0]",36.0,0.6,"(11880, 11940]",15,0.25
199,"(11940.0, 12000.0]",334.0,5.566666666666666,"(11940, 12000]",37,0.6166666666666667
200,"(12000.0, 12060.0]",39.0,0.65,"(12000, 12060]",101,1.6833333333333333
201,"(12060.0, 12120.0]",6.0,0.1,"(12060, 12120]",18,0.3
202,"(12120.0, 12180.0]",3.0,0.05,"(12120, 12180]",13,0.21666666666666667
203,"(12180.0, 12240.0]",0.0,0.0,"(12180, 12240]",0,0.0
204,"(12240.0, 12300.0]",12.0,0.2,"(12240, 12300]",1,0.016666666666666666
205,"(12300.0, 12360.0]",0.0,0.0,"(12300, 12360]",0,0.0
206,"(12360.0, 12420.0]",0.0,0.0,"(12360, 12420]",0,0.0
207,"(12420.0, 12480.0]",2.0,0.03333333333333333,"(12420, 12480]",1,0.016666666666666666
208,"(12480.0, 12540.0]",33.0,0.55,"(12480, 12540]",61,1.0166666666666666
209,"(12540.0, 12600.0]",1.0,0.016666666666666666,"(12540, 12600]",57,0.95
210,"(12600.0, 12660.0]",0.0,0.0,"(12600, 12660]",0,0.0
211,"(12660.0, 12720.0]",0.0,0.0,"(12660, 12720]",13,0.21666666666666667
212,"(12720.0, 12780.0]",0.0,0.0,"(12720, 12780]",4,0.06666666666666667
213,"(12780.0, 12840.0]",0.0,0.0,"(12780, 12840]",0,0.0
214,"(12840.0, 12900.0]",3.0,0.05,"(12840, 12900]",21,0.35
215,"(12900.0, 12960.0]",87.0,1.45,"(12900, 12960]",14,0.23333333333333334
216,"(12960.0, 13020.0]",2.0,0.03333333333333333,"(12960, 13020]",31,0.5166666666666667
217,"(13020.0, 13080.0]",0.0,0.0,"(13020, 13080]",54,0.9
218,"(13080.0, 13140.0]",28.0,0.4666666666666667,"(13080, 13140]",128,2.1333333333333333
219,"(13140.0, 13200.0]",0.0,0.0,"(13140, 13200]",81,1.35
220,"(13200.0, 13260.0]",109.0,1.8166666666666667,"(13200, 13260]",688,11.466666666666667
221,"(13260.0, 13320.0]",8.0,0.13333333333333333,"(13260, 13320]",263,4.383333333333334
222,,,,"(13320, 13380]",681,11.35
223,,,,"(13380, 13440]",171,2.85
