,ISI1,ISI2
0,,
1,0.027799999999999995,2.536
2,0.0888,1.1512000000000002
3,0.638,0.07699999999999996
4,0.3346,0.7447999999999997
5,0.7127999999999999,0.038600000000000634
6,1.0637999999999996,0.22919999999999963
7,0.3308000000000004,0.15259999999999962
8,0.0878000000000001,0.2920000000000007
9,0.09260000000000002,0.21760000000000002
10,0.043400000000000105,0.10079999999999956
11,0.03559999999999963,0.6776
12,0.19700000000000006,0.06620000000000026
13,0.09520000000000017,1.8100000000000005
14,0.14159999999999995,0.0367999999999995
15,0.0730000000000004,0.7655999999999992
16,0.4127999999999994,0.14200000000000124
17,0.06519999999999992,0.026999999999999247
18,0.07260000000000044,0.03739999999999988
19,0.11519999999999975,0.04260000000000019
20,0.029799999999999827,0.12199999999999989
21,0.07640000000000047,1.1831999999999994
22,0.4192,0.08500000000000085
23,0.07540000000000013,0.5899999999999999
24,0.032399999999999984,0.11219999999999963
25,0.1039999999999992,0.015400000000001413
26,0.03700000000000081,0.02359999999999829
27,0.03279999999999994,0.014200000000000657
28,0.03479999999999972,0.03599999999999959
29,0.0815999999999999,0.10899999999999999
30,0.04720000000000013,0.012800000000000367
31,0.08300000000000018,0.03240000000000087
32,0.20139999999999958,5.887600000000001
33,0.09799999999999986,0.07239999999999824
34,0.04499999999999993,0.25619999999999976
35,0.033199999999999896,10.470400000000001
36,0.03960000000000008,0.019600000000000506
37,0.03680000000000039,0.10479999999999734
38,0.02200000000000024,0.7396000000000029
39,0.03939999999999966,0.9019999999999975
40,0.05620000000000047,0.30600000000000094
41,0.0367999999999995,0.025600000000000733
42,0.07000000000000028,0.05039999999999978
43,0.02059999999999995,0.11540000000000106
44,0.019000000000000128,0.8291999999999966
45,0.02059999999999995,27.0888
46,0.025399999999999423,0.6951999999999998
47,0.03560000000000052,13.659000000000006
48,0.06200000000000028,0.04639999999999134
49,0.025399999999999423,0.36060000000000514
50,0.024200000000000443,10.052000000000007
51,0.033799999999999386,0.04899999999999238
52,0.04440000000000044,6.5194000000000045
53,0.038000000000000256,0.22560000000000002
54,0.01899999999999924,0.019599999999996953
55,0.08580000000000076,0.08480000000000132
56,0.02059999999999995,0.4157999999999902
57,0.02939999999999987,0.7822000000000031
58,0.025800000000000267,0.014000000000010004
59,0.04639999999999933,0.04959999999999809
60,0.017000000000000348,0.073599999999999
61,0.030400000000000205,0.12860000000000582
62,0.055600000000000094,0.023199999999988563
63,0.06379999999999963,0.1594000000000051
64,0.029600000000000293,0.32319999999999993
65,0.013799999999999812,0.25140000000000384
66,0.026200000000000223,0.9561999999999955
67,0.17519999999999936,0.2120000000000033
68,0.057000000000000384,0.45579999999999643
69,0.04260000000000019,0.3044000000000011
70,0.04279999999999973,0.7139999999999986
71,0.04019999999999957,0.5515999999999934
72,0.057000000000000384,0.02200000000000557
73,0.04039999999999999,0.03640000000000043
74,0.02179999999999982,0.06319999999999482
75,0.06920000000000037,0.10200000000000387
76,0.04139999999999944,0.0730000000000075
77,0.037400000000000766,0.4007999999999896
78,0.1532,0.1407999999999987
79,0.11300000000000043,0.27840000000000487
80,0.03939999999999877,0.013999999999995794
81,0.11880000000000024,0.017800000000008254
82,0.9160000000000004,0.052199999999999136
83,0.07819999999999894,0.020600000000001728
84,0.03500000000000014,0.012199999999992883
85,0.02519999999999989,0.3024000000000058
86,0.03420000000000023,0.1903999999999968
87,0.017400000000000304,1.610200000000006
88,0.03279999999999994,1.274799999999999
89,0.020800000000001262,0.04939999999999145
90,0.029599999999998516,0.734800000000007
91,0.028600000000000847,1.2689999999999912
92,0.04839999999999911,0.03840000000000998
93,0.02880000000000038,0.3442000000000007
94,0.02519999999999989,0.21479999999999677
95,0.052400000000000446,0.19480000000000075
96,0.013799999999999812,0.278199999999984
97,0.022999999999999687,0.14040000000001385
98,0.029200000000001225,0.6509999999999962
99,0.11299999999999955,0.7049999999999983
100,0.02880000000000038,0.01640000000000441
101,0.2253999999999987,0.6039999999999992
102,0.1509999999999998,0.2575999999999965
103,0.06800000000000139,0.041400000000010095
104,0.029799999999999827,0.6633999999999958
105,0.08639999999999937,0.14100000000000534
106,0.10180000000000078,0.13119999999999266
107,0.10159999999999947,0.03320000000000789
108,0.2550000000000008,0.043199999999998795
109,0.21139999999999937,0.7639999999999958
110,0.9103999999999992,0.12779999999999347
111,0.03140000000000143,0.234800000000007
112,0.035599999999998744,0.029200000000003
113,0.13140000000000107,1.1884000000000015
114,0.05459999999999887,0.20120000000000005
115,6.009600000000001,1.7463999999999942
116,0.0622000000000007,0.04619999999999891
117,0.029599999999998516,2.125799999999998
118,0.03399999999999892,0.13599999999999568
119,0.03540000000000276,0.8490000000000038
120,0.034199999999998454,0.747799999999998
121,0.03160000000000096,0.04540000000000077
122,0.03999999999999915,0.05460000000000775
123,0.09280000000000044,1.1828000000000003
124,7.844200000000001,0.050600000000002865
125,2.6035999999999966,0.8245999999999896
126,0.03660000000000352,0.19200000000000728
127,0.08119999999999905,0.055799999999990746
128,0.2927999999999997,1.1806000000000125
129,0.10879999999999868,0.044799999999995066
130,0.2508000000000017,0.048599999999993315
131,0.24200000000000088,0.14679999999999893
132,1.1207999999999991,0.7320000000000135
133,0.4411999999999985,0.04719999999998947
134,0.03480000000000061,1.134200000000007
135,0.03780000000000072,2.559600000000003
136,0.039400000000000546,0.5187999999999988
137,0.08840000000000003,0.04939999999999145
138,0.12359999999999971,0.5512000000000086
139,0.10579999999999856,0.07779999999999632
140,0.13620000000000232,0.5225999999999971
141,17.4966,0.034000000000006025
142,1.1695999999999955,0.25739999999998986
143,7.180400000000006,1.5058000000000078
144,1.122399999999999,5.888000000000005
145,14.222399999999993,0.23859999999999104
146,0.10940000000000794,2.5245999999999924
147,10.34259999999999,0.05160000000000764
148,0.05160000000000764,0.37819999999999254
149,0.020600000000001728,0.3370000000000175
150,0.03999999999999204,47.83679999999998
151,4.960800000000006,0.09420000000000073
152,0.080600000000004,0.019599999999996953
153,0.044399999999996,0.5438000000000045
154,0.04240000000000066,0.03820000000001755
155,0.09539999999999793,0.05459999999999354
156,0.11499999999999488,0.020999999999986585
157,0.8090000000000117,0.04040000000000532
158,0.03299999999998704,0.33559999999999945
159,0.21160000000000423,0.022199999999998
160,0.09839999999999804,0.01480000000000814
161,0.027000000000001023,0.013800000000003365
162,0.02400000000000091,0.015199999999992997
163,0.04099999999999682,0.022600000000011278
164,0.06860000000000355,0.2533999999999992
165,0.04359999999999786,0.4129999999999825
166,0.04480000000000928,0.12180000000000746
167,0.05639999999999645,0.24260000000001014
168,0.10840000000000316,0.37599999999997635
